user_id_raw,T,llm_strategies_openai
80110328,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
80144020,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals""]"
80168986,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
80180388,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
80202246,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
80218327,Persuasion,"[""Modify Notifications"", ""Set Rules or Goals"", ""Reduce Overall Phone Use"", ""Replace with Other Activities""]"
80257136,Persuasion,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
80358469,Ambivalence,"[""Willpower and Discipline""]"
80567340,Change Talk,"[""Delete or Deactivate"", ""Replace with Other Activities""]"
80581864,Ambivalence,"[""Curate Feed/Content"", ""Willpower and Discipline""]"
80656772,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Social Accountability""]"
80662232,Change Talk,"[""Set Rules or Goals""]"
80721606,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
80738581,Change Talk,"[""Replace with Other Activities""]"
81012267,Ambivalence,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
81032192,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Modify Notifications""]"
81062978,Persuasion,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
81077663,Change Talk,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
81166420,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
81191268,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
81210858,Ambivalence,"[""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
81266716,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
81412239,Persuasion,"[""Built-in Tracking/Restriction"", ""Curate Feed/Content"", ""Delete or Deactivate"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
81527218,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
81550193,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
81615809,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Reduce Overall Phone Use""]"
81679924,Ambivalence,"[""Set Rules or Goals""]"
81793620,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
81833277,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
81866450,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
81942889,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability""]"
81994516,Ambivalence,"[""Willpower and Discipline"", ""Set Rules or Goals""]"
81998577,Ambivalence,"[""Replace with Other Activities""]"
82048769,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
82144178,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
82205832,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
82273717,Persuasion,"[""Physical Separation"", ""Set Rules or Goals"", ""Replace with Other Activities""]"
82277198,Change Talk,"[""Physical Separation""]"
82304103,Ambivalence,"[""Replace with Other Activities""]"
82338576,Change Talk,"[""Social Accountability"", ""Willpower and Discipline""]"
82371667,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
82382382,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
82406634,Persuasion,"[""Third-Party Blocker"", ""Social Accountability"", ""Set Rules or Goals""]"
82447591,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
82490431,Change Talk,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability""]"
82506993,Change Talk,"[""Physical Separation"", ""Increase Access Friction"", ""Replace with Other Activities""]"
82618917,Ambivalence,"[""Built-in Tracking/Restriction""]"
82636312,Persuasion,"[""Increase Access Friction"", ""Set Rules or Goals""]"
82764912,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
82819439,Persuasion,"[""Set Rules or Goals""]"
82823850,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals"", ""Reduce Overall Phone Use""]"
82887723,Persuasion,"[""Set Rules or Goals""]"
82915051,Change Talk,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
82925197,Change Talk,"[""Physical Separation"", ""Modify Notifications"", ""Replace with Other Activities"", ""Willpower and Discipline"", ""Set Rules or Goals""]"
83033735,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
83097641,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
83173953,Ambivalence,"[""Replace with Other Activities""]"
83174607,Persuasion,"[""Third-Party Blocker"", ""Delete or Deactivate"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
83207121,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Replace with Other Activities""]"
83209655,Ambivalence,"[""Set Rules or Goals""]"
83253055,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
83274718,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
83298413,Change Talk,"[""Set Rules or Goals""]"
83349444,Change Talk,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
83373105,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
83391707,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
83391920,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
83440665,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
83455285,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
83456426,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
83558140,Change Talk,"[""Set Rules or Goals"", ""Modify Notifications"", ""Replace with Other Activities"", ""Reduce Overall Phone Use""]"
83675723,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
83683815,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
83748074,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
83854215,Change Talk,"[""Replace with Other Activities""]"
83876795,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
83912433,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
83928547,Change Talk,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
84018095,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
84060145,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
84164096,Persuasion,"[""Physical Separation"", ""Set Rules or Goals""]"
84216284,Change Talk,"[""Replace with Other Activities""]"
84238611,Change Talk,"[""Set Rules or Goals"", ""Physical Separation"", ""Replace with Other Activities"", ""Willpower and Discipline"", ""Reduce Overall Phone Use""]"
84260732,Persuasion,"[""Set Rules or Goals""]"
84290575,Change Talk,"[""Increase Access Friction"", ""Physical Separation"", ""Set Rules or Goals""]"
84331013,Change Talk,"[""Physical Separation"", ""Replace with Other Activities""]"
84368344,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
84378396,Persuasion,"[""Set Rules or Goals"", ""Social Accountability""]"
84412699,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
84505627,Change Talk,"[""Replace with Other Activities""]"
84652900,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
84753099,Ambivalence,"[""Delete or Deactivate""]"
84772451,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
84788186,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
84812547,Ambivalence,"[""Set Rules or Goals""]"
84831700,Change Talk,"[""Replace with Other Activities""]"
84861485,Persuasion,"[""Set Rules or Goals""]"
84861667,Persuasion,"[""Increase Access Friction"", ""Set Rules or Goals"", ""Built-in Tracking/Restriction"", ""Willpower and Discipline""]"
84871292,Persuasion,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
84945319,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
84987978,Ambivalence,"[""Increase Access Friction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
85196325,Ambivalence,"[""Physical Separation""]"
85273425,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals""]"
85292120,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
85306659,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
85328104,Ambivalence,"[""Willpower and Discipline"", ""Physical Separation"", ""Delete or Deactivate"", ""Built-in Tracking/Restriction""]"
85386951,Change Talk,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
85524530,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
85543568,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
85557399,Change Talk,"[""Reduce Overall Phone Use"", ""Replace with Other Activities""]"
85588104,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
85672762,Ambivalence,"[""Set Rules or Goals"", ""Social Accountability""]"
85674054,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
85755801,Ambivalence,"[""Replace with Other Activities""]"
85825958,Change Talk,"[""Physical Separation"", ""Delete or Deactivate"", ""Willpower and Discipline""]"
85832559,Change Talk,"[""Willpower and Discipline"", ""Set Rules or Goals""]"
85878474,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
85997104,Change Talk,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
86068297,Persuasion,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Set Rules or Goals"", ""Third-Party Blocker""]"
86209023,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
86219227,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
86221443,Change Talk,"[""Replace with Other Activities""]"
86317909,Ambivalence,"[""Physical Separation"", ""Delete or Deactivate""]"
86319974,Persuasion,"[""Set Rules or Goals""]"
86366366,Ambivalence,"[""Set Rules or Goals""]"
86419672,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
86421187,Persuasion,"[""Third-Party Blocker"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
86446977,Persuasion,"[""Set Rules or Goals""]"
86484599,Change Talk,"[""Delete or Deactivate"", ""Replace with Other Activities""]"
86494280,Change Talk,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals"", ""Social Accountability""]"
86611547,Ambivalence,"[""Delete or Deactivate"", ""Replace with Other Activities""]"
86617461,Persuasion,"[""Built-in Tracking/Restriction"", ""Modify Notifications"", ""Set Rules or Goals""]"
86646163,Persuasion,"[""Delete or Deactivate"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
86686417,Ambivalence,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
86784433,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
86863776,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
86910018,Persuasion,"[""Built-in Tracking/Restriction"", ""Increase Access Friction"", ""Physical Separation"", ""Set Rules or Goals""]"
86911327,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
86998652,Persuasion,[]
87030848,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
87089209,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
87091607,Ambivalence,"[""Replace with Other Activities"", ""Reduce Overall Phone Use""]"
87263489,Change Talk,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
87376491,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
87431419,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
87484043,Persuasion,"[""Set Rules or Goals""]"
87495979,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
87583710,Change Talk,"[""Delete or Deactivate"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability""]"
87808398,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
87926807,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals"", ""Modify Notifications""]"
88004322,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
88029944,Persuasion,"[""Set Rules or Goals"", ""Reduce Overall Phone Use"", ""Willpower and Discipline""]"
88097263,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
88120841,Ambivalence,"[""Replace with Other Activities""]"
88127621,Persuasion,"[""Set Rules or Goals"", ""Reduce Overall Phone Use""]"
88148248,Change Talk,"[""Delete or Deactivate""]"
88172034,Persuasion,"[""Increase Access Friction"", ""Set Rules or Goals""]"
88190019,Ambivalence,"[""Set Rules or Goals"", ""Built-in Tracking/Restriction""]"
88320591,Ambivalence,"[""Set Rules or Goals""]"
88519021,Ambivalence,[]
88599948,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Third-Party Blocker"", ""Willpower and Discipline""]"
88603703,Ambivalence,"[""Set Rules or Goals""]"
88638210,Change Talk,"[""Replace with Other Activities""]"
88679549,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
88836872,Ambivalence,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
88870963,Ambivalence,"[""Replace with Other Activities""]"
88953582,Persuasion,"[""Set Rules or Goals""]"
88992908,Ambivalence,"[""Replace with Other Activities""]"
89011630,Persuasion,"[""Set Rules or Goals""]"
89036267,Change Talk,"[""Replace with Other Activities""]"
89088124,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
89123229,Ambivalence,"[""Set Rules or Goals"", ""Reduce Overall Phone Use""]"
89144573,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
89172838,Ambivalence,"[""Physical Separation""]"
89302243,Persuasion,"[""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
89325146,Ambivalence,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
89491027,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
89561597,Ambivalence,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability"", ""Willpower and Discipline""]"
89687082,Persuasion,"[""Set Rules or Goals""]"
89750363,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
89852470,Change Talk,[]
89897268,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
89951969,Change Talk,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
90004191,Persuasion,"[""Set Rules or Goals""]"
90137182,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
90219557,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Third-Party Blocker"", ""Willpower and Discipline""]"
90273906,Change Talk,"[""Delete or Deactivate"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
90382363,Ambivalence,"[""Curate Feed/Content""]"
90411316,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
90447289,Ambivalence,"[""Physical Separation""]"
90500087,Persuasion,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Set Rules or Goals""]"
90500184,Change Talk,"[""Physical Separation""]"
90514876,Ambivalence,"[""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
90585191,Ambivalence,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
90606633,Ambivalence,"[""Set Rules or Goals""]"
90616368,Ambivalence,"[""Delete or Deactivate""]"
90802251,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Set Rules or Goals"", ""Social Accountability""]"
90877943,Persuasion,"[""Willpower and Discipline"", ""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Delete or Deactivate""]"
90907413,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
90969364,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability"", ""Willpower and Discipline""]"
91052870,Change Talk,"[""Replace with Other Activities""]"
91063287,Persuasion,[]
91171078,Persuasion,"[""Built-in Tracking/Restriction"", ""Delete or Deactivate"", ""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
91193463,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
91202226,Change Talk,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
91206762,Persuasion,"[""Set Rules or Goals""]"
91216801,Ambivalence,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
91218758,Change Talk,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
91254079,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
91430859,Ambivalence,"[""Replace with Other Activities""]"
91489130,Change Talk,"[""Physical Separation"", ""Willpower and Discipline""]"
91593252,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
91617082,Ambivalence,"[""Willpower and Discipline"", ""Replace with Other Activities""]"
91642195,Persuasion,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
91748756,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
91805187,Persuasion,"[""Set Rules or Goals""]"
91834923,Ambivalence,"[""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
91932477,Persuasion,"[""Set Rules or Goals""]"
91956813,Ambivalence,"[""Set Rules or Goals""]"
91992796,Persuasion,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
92046265,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals""]"
92160200,Change Talk,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
92257650,Ambivalence,[]
92327372,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
92413923,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
92493828,Persuasion,"[""Increase Access Friction"", ""Set Rules or Goals""]"
92495994,Persuasion,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
92497927,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
92599820,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Third-Party Blocker""]"
92704012,Change Talk,"[""Built-in Tracking/Restriction"", ""Physical Separation""]"
92709768,Change Talk,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
92746254,Change Talk,"[""Replace with Other Activities"", ""Physical Separation"", ""Social Accountability""]"
92783732,Change Talk,"[""Replace with Other Activities"", ""Willpower and Discipline""]"
92927022,Change Talk,"[""Increase Access Friction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
92985500,Persuasion,"[""Physical Separation"", ""Set Rules or Goals""]"
93036761,Ambivalence,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
93175303,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
93195554,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
93225575,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
93238409,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
93238665,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
93301285,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
93360217,Ambivalence,"[""Increase Access Friction""]"
93472081,Ambivalence,"[""Set Rules or Goals""]"
93479469,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
93512296,Ambivalence,"[""Modify Notifications"", ""Set Rules or Goals""]"
93584357,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
93620106,Ambivalence,"[""Replace with Other Activities""]"
93644382,Ambivalence,[]
93646290,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
93693257,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
93772966,Ambivalence,"[""Set Rules or Goals""]"
93852214,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
93912720,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals""]"
93945470,Persuasion,"[""Set Rules or Goals""]"
94002473,Change Talk,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
94008751,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
94048194,Persuasion,"[""Modify Notifications"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
94050630,Persuasion,"[""Built-in Tracking/Restriction"", ""Physical Separation"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
94067556,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
94085117,Ambivalence,"[""Set Rules or Goals""]"
94123304,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
94148804,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
94240376,Change Talk,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
94310926,Change Talk,"[""Delete or Deactivate""]"
94605433,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
94609387,Change Talk,"[""Replace with Other Activities"", ""Social Accountability"", ""Willpower and Discipline""]"
94691430,Change Talk,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
94786798,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
94791182,Persuasion,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
94944846,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
94993789,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use""]"
95012235,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
95034990,Change Talk,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
95039003,Change Talk,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
95131184,Persuasion,"[""Set Rules or Goals""]"
95157157,Ambivalence,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
95173513,Ambivalence,"[""Physical Separation"", ""Set Rules or Goals""]"
95256360,Change Talk,"[""Increase Access Friction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
95377116,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
95585802,Persuasion,"[""Built-in Tracking/Restriction"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
95657064,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
95703799,Persuasion,"[""Delete or Deactivate"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Third-Party Blocker""]"
95769145,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
95795291,Change Talk,"[""Increase Access Friction"", ""Modify Notifications"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
95864008,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
95912897,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
95926233,Ambivalence,[]
96032283,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
96041718,Change Talk,"[""Set Rules or Goals"", ""Third-Party Blocker""]"
96051423,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Third-Party Blocker""]"
96054038,Change Talk,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
96251466,Ambivalence,[]
96261119,Ambivalence,"[""Delete or Deactivate"", ""Set Rules or Goals""]"
96315264,Persuasion,"[""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
96357707,Persuasion,"[""Third-Party Blocker"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
96409568,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
96533676,Persuasion,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
96540552,Ambivalence,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
96654138,Ambivalence,"[""Physical Separation"", ""Reduce Overall Phone Use""]"
96714444,Ambivalence,"[""Set Rules or Goals"", ""Replace with Other Activities""]"
96722414,Persuasion,"[""Set Rules or Goals""]"
96729000,Ambivalence,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
96769527,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
96800325,Ambivalence,"[""Third-Party Blocker"", ""Set Rules or Goals""]"
96899331,Ambivalence,"[""Set Rules or Goals""]"
96905193,Change Talk,"[""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
96979230,Change Talk,"[""Physical Separation"", ""Set Rules or Goals""]"
97159036,Change Talk,"[""Replace with Other Activities""]"
97352494,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
97355055,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Social Accountability"", ""Willpower and Discipline""]"
97366067,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
97432233,Change Talk,"[""Set Rules or Goals""]"
97455352,Ambivalence,"[""Delete or Deactivate""]"
97611899,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
97627536,Persuasion,"[""Built-in Tracking/Restriction"", ""Curate Feed/Content"", ""Increase Access Friction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
97728691,Persuasion,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
